age,income,experience,score,click_rate,time_spent,noise1,noise2,target
43,53600,22,69,0.07,30,0.8295549574955342,0.6221359325193333,0
34,49810,20,72,0.15,27,0.7011953153909631,0.03160215566018376,0
48,87204,17,53,0.18,31,0.9898284904110161,0.3541637884126093,1
27,50085,17,70,0.26,54,0.9354476679862513,0.34585289290285726,0
24,76854,10,70,0.07,64,0.5331367220453773,0.5420856822599057,0
48,69779,7,50,0.14,53,0.7499286191925413,0.2578277793467618,0
23,86207,16,64,0.26,32,0.5701797019872283,0.26715571517776004,1
31,63980,13,66,0.21,46,0.5949954421149724,0.6208608000767594,1
21,86117,3,63,0.12,27,0.10150082997777876,0.9445675433141566,0
46,44141,2,68,0.26,66,0.0022457084776552616,0.6601791036366953,0
50,39344,16,83,0.17,75,0.04818637447488727,0.6681301239810351,1
55,45896,6,55,0.17,40,0.9666306678944243,0.9862148133881156,0
55,59813,6,94,0.29,60,0.1262682279229892,0.15347816706979012,1
45,95679,13,55,0.29,30,0.04438970417518606,0.03383477420036041,1
46,40681,7,54,0.14,41,0.309644209707165,0.7455139507462982,0
24,33228,5,56,0.09,40,0.5881799399545282,0.4387874331898721,0
39,34582,24,82,0.13,47,0.9484606443029328,0.4288233547520063,0
30,41397,7,62,0.06,22,0.699887578551487,0.22530337636303233,0
29,68799,2,50,0.06,26,0.2763529689001668,0.5068630405190385,0
59,67011,17,62,0.15,33,0.9390580182371483,0.44217234372487324,0
57,74264,13,92,0.29,34,0.03604107526520084,0.3454500078463286,1
25,72317,21,76,0.27,28,0.9790540072667927,0.44274515933841885,1
27,77914,21,56,0.18,71,0.05864070082644901,0.38383477072288985,1
42,75254,16,52,0.19,62,0.753849973057166,0.9398963580895366,1
45,70096,20,74,0.05,26,0.045297539173452916,0.9802516574758353,1
31,83785,2,82,0.1,31,0.9315614423685071,0.839900932511754,1
45,82344,5,89,0.06,38,0.10866589673113913,0.990414091012125,1
32,98546,18,66,0.24,46,0.05047901302713509,0.26571942902918,1
59,95603,7,94,0.09,37,0.8892651548249475,0.8429251099189397,1
37,58412,11,63,0.27,32,0.095793883917625,0.406629011902621,0
44,81658,11,86,0.21,62,0.7979312907800835,0.7461363977777534,1
52,79549,22,72,0.11,20,0.7470346404560079,0.20139264063047324,1
59,41549,17,73,0.09,57,0.5988780384883663,0.8119560897413073,0
31,55739,16,78,0.21,40,0.37796272021930655,0.08346442615691951,1
55,51209,13,87,0.28,53,0.9155805496329891,0.27055770671640367,1
23,45116,22,76,0.23,32,0.8710812558681245,0.8219526168471556,1
24,50045,5,87,0.14,64,0.4262471109564929,0.7471592218218515,0
56,56327,20,89,0.2,70,0.23172495631464818,0.5012467549912892,1
27,65709,16,94,0.13,60,0.2725716694184145,0.6727927742902089,1
47,73617,22,72,0.3,70,0.22032357736255392,0.18557402449592963,1
50,90139,22,80,0.24,42,0.5412519627605441,0.66776362234628,1
28,56905,16,85,0.2,20,0.8685388285702976,0.007976167341492535,1
48,94148,16,66,0.16,42,0.7736119671981704,0.8332158673815061,1
33,72919,14,86,0.2,76,0.795510459945439,0.5162876079989436,1
59,88446,6,52,0.14,47,0.44828849169964535,0.9438784516095817,0
41,82428,2,85,0.06,78,0.3224448317983801,0.47816426732278183,1
30,77894,14,54,0.15,51,0.7573557707050526,0.4330872823263411,0
42,36447,16,64,0.28,27,0.7932982758544875,0.45005281239781403,0
20,35499,23,55,0.21,74,0.6953537064807057,0.35972862027529606,0
56,69041,20,59,0.07,45,0.03210712254226844,0.16667508384265395,0
40,61315,13,81,0.27,33,0.5896846880684838,0.8420627269455057,1
45,31299,15,72,0.12,43,0.34704582924788463,0.3890854077582948,0
55,34994,12,66,0.11,67,0.19619274902656747,0.5291084281888585,0
42,37489,9,69,0.12,48,0.6943952633422986,0.019886916463436433,0
20,62355,18,93,0.19,23,0.26852613568607786,0.06025387271399907,1
59,98367,21,90,0.19,37,0.9128411589558557,0.5971832294778445,1
34,31996,14,64,0.17,33,0.29807907376319487,0.8792280825136088,0
40,74387,20,93,0.23,46,0.5551805996436435,0.4933958280260745,1
28,33089,4,71,0.13,60,0.8277621636516336,0.16497458060506331,0
28,50659,8,55,0.25,66,0.4021183380273833,0.1161273143659689,0
29,75178,8,53,0.09,22,0.8286579592410269,0.8997880013929239,0
45,64565,22,72,0.25,49,0.7236963974686624,0.701637854015257,1
54,52884,22,93,0.22,78,0.9208659530831547,0.9661955545114572,1
44,47199,16,94,0.22,55,0.3258345625897654,0.08234862134389964,1
45,90038,24,68,0.17,42,0.10502806478013227,0.9026128550234132,1
30,87786,10,94,0.22,37,0.4303494979304274,0.8456323125268159,1
57,79294,21,80,0.07,65,0.7858134691891381,0.8931851829241537,1
21,64178,17,93,0.26,66,0.45043511339005515,0.005762956607139547,1
26,42665,1,52,0.06,59,0.26198793019307065,0.7419034805271947,0
37,30534,18,77,0.09,79,0.02760317757301478,0.548938114161639,0
46,66132,10,52,0.19,29,0.3130238029558273,0.5731794337584197,1
53,66110,21,63,0.23,75,0.713381111163138,0.46920198735275565,1
46,88754,4,67,0.07,31,0.14761375622673656,0.7426769177482193,0
36,93580,1,76,0.28,72,0.3408793803072381,0.9998392904764046,1
43,52469,4,59,0.29,60,0.020231461705112253,0.7105383592741634,0
44,94016,4,64,0.2,27,0.7217550032259912,0.6780504160393229,1
26,76233,4,68,0.17,51,0.8806830470511753,0.6544377156800809,1
25,96708,17,58,0.24,36,0.5685283176880342,0.6952116698473576,1
43,88232,9,53,0.13,60,0.025872105892631003,0.34211246743083246,0
52,64409,19,64,0.17,64,0.2176253125495331,0.3202197436664187,1
48,49324,13,57,0.28,33,0.43846913529492815,0.7843379782705063,0
41,38738,4,50,0.29,56,0.5875812205614855,0.05308801735296553,0
45,54054,5,56,0.28,28,0.49627634247047114,0.7592477382033839,0
47,59709,13,80,0.12,76,0.9158660464112715,0.8138415851695685,0
40,30363,23,67,0.11,77,0.9386363164015054,0.5215979595862678,0
26,40358,16,61,0.12,45,0.10715246253916555,0.9101480954130152,0
36,33240,22,79,0.16,67,0.13839087820733864,0.4730874371471845,1
39,75689,5,82,0.13,70,0.35805491223239805,0.1780866680958444,1
39,31936,8,56,0.14,43,0.42123488190059455,0.3613986487066728,0
41,73965,16,77,0.21,42,0.5860666926611255,0.9058675059310862,1
47,30882,1,52,0.24,50,0.7731597497876567,0.993738288324387,0
59,50224,23,92,0.23,58,0.13576770556174256,0.4218539669894834,1
26,60825,6,55,0.25,63,0.8026396960775404,0.16684654559365786,1
20,58885,11,80,0.06,77,0.610028313475314,0.28632928023413784,0
51,70056,16,87,0.06,21,0.9808844607950016,0.553296342513964,1
32,33203,5,64,0.25,69,0.6511676780825323,0.5720959182771466,0
49,90241,16,56,0.18,37,0.7160915047407177,0.63005940669358,1
42,32244,7,92,0.19,35,0.1952088664021695,0.8353533725725469,1
38,98619,19,79,0.06,48,0.7688619553590362,0.7112141516880277,1
51,51584,1,76,0.11,30,0.07926617768317368,0.26084022650250693,0
49,38521,9,66,0.21,21,0.6565304361881861,0.3950440606960004,0
48,80017,18,67,0.26,33,0.05557290884870136,0.8398165838040135,1
48,63541,13,71,0.28,23,0.1152258213095968,0.6333826706057111,1
49,59063,15,75,0.18,58,0.1078662743165908,0.1664180482447235,1
35,94952,3,76,0.19,53,0.0524840648225563,0.32553880408031854,1
59,69563,24,89,0.26,72,0.32113891694589636,0.7910909124309013,1
38,69752,10,73,0.18,65,0.9943524579025361,0.1720941233233806,1
37,32567,9,57,0.18,58,0.3482253684615363,0.6910506527207795,0
20,46121,13,70,0.28,28,0.7607759133385498,0.5635365362315731,0
33,31674,16,78,0.25,59,0.13231701585710054,0.14747490640114513,1
21,96275,3,92,0.28,60,0.4544910802654547,0.6888789240309364,1
47,97081,22,70,0.1,26,0.1851158355648922,0.14234897065516972,0
49,59140,23,52,0.18,70,0.19209717009320404,0.3984355791096812,0
57,39327,15,80,0.26,36,0.09969003657403797,0.3085599245245203,1
23,53331,17,76,0.08,77,0.4320441530279321,0.6900099526869575,0
20,53004,14,76,0.25,42,0.07553492074866941,0.7823623566066523,1
27,40492,7,58,0.1,64,0.9098113563556609,0.16831658195591348,0
48,84797,20,82,0.25,30,0.44790032157195436,0.8119967425989417,1
58,88095,16,82,0.2,41,0.8385661414378813,0.007214055994557822,1
22,43749,21,75,0.1,37,0.9794644497055122,0.530058547342533,0
51,93217,8,77,0.17,68,0.6777791788202396,0.5167888898746739,1
29,39045,4,93,0.22,47,0.9015107571341734,0.6238214307518197,1
29,50116,20,92,0.21,35,0.13536752050300238,0.23970053033467498,1
38,48667,24,80,0.16,61,0.8299936458624358,0.009856829930201427,1
53,57302,15,50,0.27,23,0.2712173332099759,0.4547629161413994,0
52,41283,5,69,0.18,55,0.4725980388421609,0.07140621125825453,0
42,60935,13,61,0.18,41,0.6465826490943323,0.8921938868068682,1
47,61624,6,66,0.07,30,0.9035435925352138,0.1736663256891734,0
51,43440,5,64,0.28,40,0.9109938009297419,0.4252329674986606,0
26,76501,17,83,0.09,76,0.092102377141845,0.4340003902403837,1
48,31269,7,65,0.18,59,0.36455548882105837,0.5528646478382048,0
27,37868,6,53,0.25,60,0.7931752066842167,0.7825323487703972,0
20,60251,2,57,0.1,35,0.7031568892322254,0.47214815050877956,0
22,68729,11,83,0.18,61,0.026352445020828008,0.02575326722047311,1
43,45734,7,74,0.11,74,0.44988940505694974,0.7711104111750895,0
42,72429,22,64,0.24,28,0.8292530951236177,0.0821733146208915,1
27,71337,21,77,0.19,54,0.7376844373337728,0.6415532922588641,1
56,70325,8,58,0.26,76,0.41184979233232266,0.8034295086518954,1
22,92514,5,51,0.27,53,0.7351611223467555,0.2826901724810438,1
52,38433,18,66,0.21,28,0.5512107091366065,0.4491064816840312,0
47,39111,22,59,0.23,32,0.9126289980682865,0.014335842185816627,0
27,93753,16,58,0.19,25,0.5871271744005437,0.8038751995898854,1
53,51751,14,80,0.15,23,0.4007341787943681,0.7032610899208193,0
54,46453,12,51,0.21,79,0.8629206245682344,0.23138739438784306,0
51,68968,17,73,0.28,65,0.049868842306640904,0.39022619786578927,1
43,60077,5,68,0.15,47,0.9005106436374767,0.6953165018011114,0
33,64775,14,66,0.13,30,0.6963468144977853,0.3581631218512067,0
51,88144,6,92,0.15,53,0.9406058604240779,0.1624147755576998,1
35,78570,15,59,0.16,77,0.25050486912695835,0.5185055288779082,1
23,76097,7,77,0.07,54,0.6949213646398613,0.7235675702864398,1
56,54503,14,87,0.17,24,0.8094632669059946,0.32080950700294586,1
40,32779,18,77,0.17,76,0.7021025797858768,0.12177227164445781,1
33,30755,1,50,0.2,58,0.21033370228926507,0.8295441618119768,0
50,69263,6,52,0.14,30,0.2755895680728436,0.2528018664471231,0
37,85087,3,64,0.2,31,0.5667423484526737,0.5128149541066065,1
26,72281,5,59,0.27,62,0.4467506026907695,0.691343149489243,1
29,81482,12,70,0.29,38,0.7351171884165283,0.31707520039422077,1
26,84857,11,86,0.2,32,0.37867669146632044,0.6486365373724183,1
52,47400,13,64,0.06,23,0.8594805218597226,0.4597095064415283,0
42,70115,16,72,0.29,33,0.4319204050367502,0.5704366551238461,1
40,44249,18,63,0.23,63,0.040041280714792404,0.5905761036169427,0
38,76825,17,64,0.13,78,0.017364075884945707,0.8241506868968862,0
38,54600,17,59,0.09,21,0.6467425860845477,0.6563262734353364,0
55,67706,11,58,0.09,27,0.5405531182818258,0.2643066921844105,0
48,49222,20,93,0.09,41,0.5427446433562887,0.05960434113844626,0
37,71139,10,88,0.06,70,0.7900090160284455,0.001985544075132739,1
21,71302,16,54,0.28,32,0.3757202346397196,0.9044173847669955,1
20,98159,2,74,0.19,40,0.9954469975949847,0.9421100518022063,1
24,38646,17,91,0.22,40,0.9455301006098522,0.09411148766466793,1
39,43543,22,75,0.26,47,0.01296176715782471,0.487053618282248,1
30,52785,20,57,0.25,52,0.8957427681987562,0.15159520346053446,0
21,61406,10,71,0.27,48,0.6805496503701072,0.9487490867040846,1
22,81428,13,74,0.29,56,0.5020903368160349,0.24683251682252372,1
42,53777,12,61,0.16,41,0.5827474740940425,0.5016470955969989,0
31,87939,15,58,0.29,77,0.8418573632643214,0.16562019173291676,1
39,83026,7,59,0.23,45,0.9510373920730237,0.3327610845030623,1
24,59553,22,59,0.07,78,0.5603336247364424,0.2668063609271809,0
56,53548,21,58,0.22,30,0.18129144718858992,0.4754260429721856,0
57,93221,13,75,0.22,30,0.6397539838222649,0.41978196202214846,1
49,67265,12,84,0.28,64,0.07621896838858067,0.3307977946003753,1
28,70701,12,76,0.14,53,0.6351387368348678,0.10587761764841208,1
53,81287,2,80,0.2,38,0.8086118025268735,0.48448702200694815,1
54,36727,5,68,0.05,67,0.35333143648588694,0.8502080180915523,0
41,80717,2,92,0.13,77,0.07118442425517368,0.730223336585566,1
43,62427,23,87,0.07,56,0.6922261284129062,0.7205748841626695,1
36,46692,20,55,0.18,33,0.3393287501685791,0.3660917367453087,0
29,61625,13,64,0.25,48,0.24909665188055163,0.7084190806820514,1
49,54918,3,78,0.1,38,0.689181758943242,0.4655314813999186,0
42,71136,11,94,0.18,56,0.9695864689087949,0.15027609083816929,1
51,82409,16,54,0.1,40,0.7453223774257375,0.419049749978051,0
36,45577,1,63,0.08,43,0.4913500405593755,0.13273863103159744,0
36,57689,19,51,0.18,45,0.6005107224241482,0.11448281890653589,0
33,41154,11,72,0.07,60,0.14227890868578885,0.023059308457610728,0
28,51341,9,93,0.2,75,0.8132132856828079,0.28285430096941655,1
59,76330,14,68,0.06,31,0.6042950106114189,0.33087478424194483,0
21,98416,9,73,0.08,67,0.9658303979980173,0.6994437129384926,1
44,63313,7,69,0.19,38,0.979483368289948,0.5380047848847836,1
58,76900,16,76,0.2,66,0.3545866924404031,0.858449712053312,1
28,64695,3,73,0.06,68,0.9885459355126709,0.1764706267056565,1
41,60225,19,66,0.19,49,0.9568335281025903,0.26595664585981404,1
23,79156,4,74,0.26,34,0.6398319638051361,0.9410761111434157,1
45,57829,7,80,0.23,22,0.33346442845915625,0.44404524777981436,1
48,55938,23,77,0.08,68,0.7533402207477691,0.7890509430486558,0
53,89164,12,77,0.2,32,0.27123723135613587,0.49216764864948914,1
42,84530,18,71,0.22,78,0.6298438966745806,0.47108565702574756,1
56,98199,5,54,0.06,28,0.024581613799564028,0.14811628802964238,0
30,90282,23,93,0.26,79,0.6285827965441736,0.8511996109485862,1
25,77801,23,91,0.28,32,0.9516082847335617,0.07835528054763463,1
37,39465,22,57,0.26,35,0.23514304270621966,0.3102610946530415,0
40,33326,10,87,0.26,70,0.7781794867157775,0.6734680717201794,1
55,33659,12,77,0.24,33,0.2934235499156016,0.5072575508080298,1
57,90289,8,61,0.21,27,0.7078497487286415,0.8813783269715362,1
53,57594,19,74,0.22,73,0.6999723698735254,0.039297952787915924,1
36,34763,15,87,0.25,38,0.18473774169047852,0.6494075194997302,1
56,40828,1,93,0.22,76,0.5971279104210199,0.47746547062712485,1
44,77588,3,64,0.13,75,0.8591689531131537,0.15431182346765093,0
57,41221,18,93,0.14,51,0.3825330694395612,0.7432519071125935,0
31,41211,18,90,0.27,54,0.7102769513489126,0.41130685540602396,1
42,43569,2,83,0.05,42,0.6744300352345465,0.5315819042366835,0
41,67860,5,94,0.22,40,0.2575140018006037,0.9672660663631083,1
40,75337,1,62,0.29,37,0.9186435597857033,0.4862300810251886,1
46,82311,10,57,0.23,67,0.563512084116273,0.8233728655586428,1
50,43515,20,62,0.3,33,0.35529265680552413,0.7695775233412443,0
25,54904,10,85,0.22,35,0.16435837570243672,0.662754591513799,1
46,89935,5,55,0.06,43,0.47345835241976897,0.8968121433503337,0
59,73790,18,87,0.26,68,0.7301134379017,0.2516016469371809,1
53,98580,21,81,0.12,71,0.623640269770988,0.8207712314676632,1
31,35636,15,70,0.16,51,0.7270525595527633,0.37778748839734255,0
26,32892,20,93,0.13,30,0.7917607523003841,0.8124908900812213,0
29,51672,8,93,0.12,64,0.44100476648944,0.49378868454551106,0
36,35812,17,56,0.16,30,0.5201661840242924,0.8577092529432359,0
45,30654,12,75,0.14,79,0.9864221115808905,0.8948435376929863,0
40,84633,21,64,0.21,23,0.9680513958208655,0.5976438756841155,1
47,47143,12,91,0.25,45,0.4148171247588591,0.5076269568312449,1
21,85934,1,72,0.12,65,0.6851795242064951,0.7832801433323342,1
20,97334,4,87,0.1,24,0.2675901783278528,0.2669862031791733,1
55,59087,8,90,0.22,55,0.1526975456356484,0.01534868124891442,1
45,41618,1,64,0.22,52,0.7684012226237336,0.4070945827547695,0
48,38446,15,89,0.28,33,0.4361799694180243,0.5077741328967769,1
40,78867,18,65,0.05,51,0.17705280365001896,0.2972627194387565,0
30,81028,1,81,0.26,26,0.7588479235205471,0.3833618817377674,1
59,90101,11,86,0.18,29,0.9151703597940234,0.13305823291609464,1
30,57200,23,67,0.21,78,0.9332735004577369,0.277289903367794,0
55,91465,2,69,0.07,21,0.5963337084626196,0.24009534791457354,0
58,69148,1,51,0.16,29,0.47964112897487354,0.30098685382677015,1
59,50698,12,72,0.11,54,0.14186658616180559,0.29905411054065245,0
54,72470,16,79,0.11,40,0.7927898042561032,0.5589683710476134,1
53,81660,22,52,0.18,59,0.9453231521002897,0.2505969401960727,1
43,83910,22,88,0.25,61,0.8894604136173967,0.9409612633398885,1
41,65450,10,50,0.24,27,0.7517834544376708,0.5112748303633349,1
24,86463,18,90,0.2,65,0.004568862590776046,0.1289660064097674,1
52,63757,15,71,0.18,37,0.4077508746073407,0.2796062705242839,1
55,61390,17,78,0.16,28,0.4107141717018079,0.729757496135654,1
39,86116,10,63,0.29,73,0.8943682329597319,0.013659038380727462,1
38,43161,3,77,0.19,60,0.06565071691904834,0.937817986196951,1
54,62152,21,70,0.11,49,0.5312225838819266,0.44517692172580614,0
36,50836,16,94,0.11,23,0.13613440392711718,0.5210790229509967,0
53,96543,6,81,0.2,54,0.6622939142659723,0.988412235839528,1
28,85648,3,55,0.18,33,0.7922554881781809,0.5034030859993316,1
45,56331,9,50,0.05,33,0.6419592119716313,0.9477439944619725,0
21,40763,11,70,0.26,72,0.7945851410206258,0.9152311157931542,0
28,99444,21,53,0.23,67,0.6074962977318803,0.9413155286662127,1
28,49187,13,52,0.22,56,0.18983911047487645,0.8123730574923639,0
59,41957,18,79,0.07,39,0.3826635185023747,0.2963980845577312,0
36,34379,22,80,0.14,48,0.9568688161972551,0.34638248378598147,0
20,57959,24,83,0.28,42,0.28817491277800666,0.3649840681806409,1
44,57105,22,68,0.27,75,0.06286238426335,0.9791808396121952,0
59,30877,4,69,0.12,66,0.3848299748955526,0.3607555039721486,0
44,78353,22,72,0.09,40,0.3663071188441145,0.10868930921838049,1
58,81567,24,89,0.16,50,0.4703088157324178,0.7783288946351516,1
54,87913,8,74,0.14,51,0.5603034220812125,0.36606329158205253,1
22,32637,13,64,0.22,60,0.9924232665070895,0.6209359117258434,0
56,72025,10,87,0.29,26,0.7562339421860171,0.924360412263967,1
49,58742,2,72,0.14,32,0.03589076425771032,0.5755055767780443,0
57,41831,8,51,0.07,42,0.7127123282065126,0.637700178357888,0
53,76762,6,64,0.27,27,0.8242317484117584,0.642862564465136,1
31,48830,16,93,0.06,31,0.8956307388843864,0.6123991857585153,0
38,85044,18,84,0.29,55,0.42400610290240126,0.1597693774809541,1
56,99202,17,59,0.22,35,0.3136255681058495,0.45641541474875547,1
36,67045,6,63,0.29,45,0.8393247927232381,0.007664019977058456,1
29,56627,13,76,0.1,48,0.7776154093585388,0.6262648040753331,0
31,45198,23,63,0.06,48,0.5360424499658257,0.5753582950262389,0
35,99521,14,84,0.17,25,0.11788278441515221,0.31813721924082106,1
43,59475,21,82,0.16,56,0.6517613390681011,0.5238955031702037,1
38,49403,10,50,0.13,52,0.06566756643287419,0.4930577819080767,0
27,33681,24,83,0.29,50,0.10036680469016723,0.2509152159422512,1
50,72292,11,68,0.26,65,0.3311402389252315,0.29328754809259294,1
40,35629,13,73,0.22,60,0.3711754968680624,0.7625409966287506,1
36,38417,12,91,0.09,37,0.4619740388902801,0.7557323191817289,0
42,64765,9,53,0.23,57,0.3391429592187487,0.4697821502398424,1
56,86574,4,85,0.23,66,0.033788155434519296,0.7175089524159796,1
35,57675,7,62,0.16,50,0.15741568442573362,0.45080128023093613,0
25,70563,24,81,0.28,35,0.11511196583203431,0.8513740348961321,1
27,41332,22,58,0.09,59,0.43118359856595945,0.3328066822086133,0
44,49177,2,88,0.12,70,0.21212892718166454,0.9272924998454011,0
37,98447,7,65,0.07,56,0.2935452928949668,0.5422836505646709,0
44,87104,9,52,0.25,33,0.4715674633647262,0.5356878610797507,1
31,34951,5,69,0.21,58,0.23556185981052802,0.6708103843260437,0
34,58333,15,59,0.13,23,0.2459291043860593,0.3408560108146844,0
45,51673,18,71,0.09,49,0.8331441773865687,0.7243295709071343,0
45,70870,4,52,0.06,79,0.5480868680606495,0.32042510263411994,0
51,52821,19,60,0.09,72,0.8567594515799968,0.39753882995878564,0
29,55494,20,74,0.16,52,0.5145259152192104,0.6747034367930568,1
35,30835,7,91,0.11,55,0.9092642324233216,0.37844910130138143,0
26,48646,8,57,0.11,49,0.25474207149300154,0.1999741226880607,0
36,67335,17,58,0.27,33,0.6166700334472011,0.8719014587755067,1
42,99351,13,64,0.18,42,0.5032317738538788,0.9221553807938861,1
45,32429,24,81,0.23,67,0.918690926683193,0.6267310498074485,1
40,71950,21,52,0.06,47,0.41847957785733114,0.8111507711978535,0
41,90654,23,53,0.14,77,0.8548238132665675,0.986652354774753,0
26,98143,11,79,0.17,26,0.563904050605864,0.6147747518198258,1
33,61099,1,62,0.1,61,0.7085429518604973,0.9087926432500135,0
34,69385,2,93,0.08,29,0.8868930931195562,0.35925474972034765,1
26,65919,17,70,0.27,23,0.9969064147047951,0.7004724358871861,1
28,90782,5,90,0.28,63,0.7311395586477195,0.05580546629684635,1
27,70387,6,68,0.07,57,0.31452195291778273,0.7889715556101449,0
42,45823,24,88,0.14,32,0.2990119932921097,0.8298031447295674,0
48,76015,7,71,0.29,40,0.3091038248919642,0.4011754364739919,1
37,45339,21,69,0.07,52,0.09790832029949825,0.6389550158773296,0
50,33491,15,86,0.21,59,0.05359889192886935,0.8583611023923586,1
49,30706,19,80,0.29,47,0.5808428763236976,0.8836081645090502,1
58,45728,16,59,0.29,42,0.8105885272216924,0.10653152431660096,0
54,36997,13,67,0.17,51,0.03613453981536019,0.8274877465328974,0
37,90408,5,92,0.09,67,0.5666342964218405,0.2742433519261003,1
58,88097,3,88,0.1,24,0.3717611212228292,0.7273068963377434,1
36,68523,3,69,0.27,77,0.8924852025576185,0.32516415349255534,1
33,55163,19,67,0.28,45,0.14538692888088622,0.056329670630577144,0
50,47718,14,60,0.2,58,0.5634320050095457,0.20987070985110756,0
43,69619,16,71,0.24,45,0.9709207069947925,0.408671775827084,1
54,42126,22,93,0.23,22,0.34503296646506265,0.7412286200610425,1
53,94926,17,67,0.22,43,0.7417769112935055,0.1007036273123576,1
22,70633,4,83,0.26,72,0.8824511550400854,0.8129341249001598,1
56,33317,13,72,0.22,53,0.18621056247172874,0.9969510919624106,1
59,74980,8,50,0.18,53,0.9925271802620039,0.7882576431791254,1
45,74115,19,59,0.11,39,0.8093866650390302,0.47373652002888145,0
42,91646,5,50,0.24,74,0.13756425811253958,0.5681602108459464,1
58,73158,2,87,0.17,49,0.31088470051483763,0.006160508302674561,1
34,85963,15,88,0.12,61,0.6249700383573437,0.20927383785539744,1
23,77631,2,58,0.25,39,0.8849177626043925,0.8989881314600454,1
48,79316,11,80,0.22,60,0.19483552259227743,0.021729402735185865,1
41,89342,13,56,0.28,37,0.7312055825454951,0.9047949528969819,1
44,45504,23,66,0.09,57,0.2706480132180208,0.1132526081281674,0
32,98593,10,84,0.21,39,0.8054164506276646,0.13307412995883428,1
37,56660,3,86,0.11,25,0.6834420272750333,0.17534991085692242,0
52,67196,5,67,0.28,77,0.5229090346686073,0.7993853249551963,1
35,95938,3,82,0.07,76,0.6498659624090001,0.4781865753423794,1
21,38605,6,53,0.21,61,0.8764452455338172,0.14519663023004237,0
54,87388,13,72,0.25,79,0.3864258598464837,0.6868018196653249,1
53,85501,10,60,0.14,44,0.7692501801560286,0.9406883663257773,0
49,83309,19,58,0.29,60,0.15890543487549647,0.5724514742474719,1
32,57043,8,79,0.26,60,0.7011855654419016,0.0987000057205385,1
32,63635,18,57,0.12,22,0.7506573624717106,0.054750606177539796,0
37,63132,3,89,0.05,63,0.4429976967544552,0.7958723598757608,1
51,45366,24,54,0.12,62,0.7936221052995773,0.626083652374435,0
51,92580,24,61,0.12,65,0.557103365877877,0.9226573391246014,0
54,87889,17,50,0.27,76,0.9362743976694657,0.5472501510479879,1
58,69236,8,64,0.29,38,0.11246643596136452,0.06239540324305337,1
48,34150,10,74,0.07,29,0.13082142626518178,0.40368684999865023,0
48,49423,2,67,0.17,70,0.8424274420445554,0.6579906885914178,0
35,34137,12,87,0.19,24,0.8423612745663521,0.38488535093726306,1
29,59992,23,91,0.07,41,0.4712247512082587,0.999591396740233,0
49,74921,6,75,0.14,28,0.9639622098722307,0.40537861367374506,1
44,96917,2,89,0.13,52,0.6793893186267032,0.5462361264475502,1
58,64235,21,52,0.18,34,0.982853246762062,0.22539203262367946,1
39,49122,23,71,0.22,43,0.5323953952013183,0.15213820430219172,1
24,53956,24,75,0.23,49,0.20161334424801558,0.6453055385632509,1
20,93879,3,68,0.08,55,0.4443931270291306,0.5886127469156821,0
49,88560,17,93,0.25,77,0.9804868419470144,0.004338857406284258,1
22,98685,7,93,0.22,58,0.3704139530294075,0.28478153479774215,1
33,54660,21,88,0.27,25,0.9570164331348333,0.6435795730129144,1
49,31168,5,85,0.16,34,0.7970213476743165,0.8122493457324497,1
23,75124,23,70,0.27,57,0.4421063277929974,0.3123686530398443,1
37,65897,1,90,0.27,58,0.5418710319575836,0.6474363692888538,1
56,45032,8,75,0.16,71,0.6074390772822955,0.2652579301508462,1
44,82797,12,62,0.15,41,0.6657660847303056,0.6903798946292362,0
20,65294,14,85,0.28,22,0.07669921661511969,0.6979479986624625,1
34,73827,16,73,0.23,72,0.9335880524162132,0.13022346551959008,1
28,33516,10,90,0.28,48,0.5969997131006655,0.6650897839770049,1
34,49751,15,75,0.25,48,0.9311492196038197,0.3335671816803697,1
43,60373,21,70,0.2,50,0.6318984712883647,0.1725949315926274,1
23,60270,24,67,0.08,64,0.43101548900975106,0.5003612327737742,0
31,40386,15,64,0.12,21,0.5669280115363322,0.45229668390872124,0
56,94817,10,64,0.29,54,0.829503274040285,0.773874811061997,1
56,95184,21,55,0.13,64,0.32612583145167373,0.08451550916121853,0
25,67879,7,92,0.07,28,0.9564600570759187,0.7897532688317809,1
58,79597,3,80,0.23,41,0.46595519780573635,0.10608236210929567,1
43,69132,2,77,0.23,38,0.9562370020973864,0.2074590280790619,1
30,33626,6,57,0.12,69,0.880756614743263,0.515882118329671,0
32,85390,21,78,0.12,56,0.7676619564158123,0.4631746000224245,1
53,46645,9,70,0.17,29,0.4674377994372061,0.9888589747340482,0
44,84144,10,66,0.06,65,0.5869451443143201,0.5894737132624394,0
26,43382,4,73,0.25,40,0.8380294123603257,0.3274355952469139,1
23,34025,3,85,0.13,36,0.5440558018647006,0.9001488685439856,0
27,73226,9,80,0.26,22,0.738189576538491,0.31221495678250366,1
39,99711,24,83,0.25,26,0.7906590510067633,0.27377563518829007,1
48,33443,22,51,0.22,60,0.5130952456686847,0.49437179519885943,0
29,51395,17,91,0.13,56,0.5362475183536688,0.9131747844730791,0
53,40725,14,52,0.18,55,0.1978347172218824,0.7085142552588386,0
45,63461,10,79,0.16,22,0.2447391777070842,0.6774832154673305,1
22,71115,13,57,0.13,77,0.9049431831942119,0.7260772650387629,0
