Customer_ID,Age,Gender,Annual_Income,Spending_Score,City,Transaction_Count,Avg_Purchase_Value,Membership_Type,Churn
C01318,31,Female,67560.93,31.06,Delhi,16,381.89,Silver,1
C01319,28,Female,109197.44,53.82,Chennai,24,338.31,Silver,1
C01320,33,Male,75629.94,55.17,Chennai,25,412.23,Gold,0
C01321,35,Male,42714.29,43.42,Bangalore,20,370.38,Silver,1
C01322,40,Female,82712.41,60.43,Bangalore,16,177.94,Gold,0
C01323,34,Male,53666.41,51.42,Kolkata,26,222.64,Gold,0
C01324,39,Female,87489.7,61.6,Delhi,28,212.22,Silver,1
C01325,35,Male,76133.53,62.43,Mumbai,23,321.7,Silver,0
C01326,18,Male,10000.0,40.88,Mumbai,22,287.67,Platinum,0
C01327,25,Male,39918.41,52.03,Chennai,16,254.43,Silver,1
C01328,33,Male,78887.7,,Bangalore,37,268.9,Silver,1
C01329,22,Male,63033.15,83.69,Delhi,20,367.4,Gold,0
C01330,40,Male,39524.88,65.13,Chennai,18,281.91,Gold,0
C01331,50,Male,47328.21,46.76,Delhi,19,231.9,Gold,0
C01332,47,Male,,67.98,Bangalore,14,169.48,Gold,0
C01333,32,Male,58232.53,94.15,Mumbai,23,209.71,Platinum,1
C01334,49,Male,104213.79,78.33,Kolkata,22,406.82,Silver,1
C01335,36,Male,76098.67,70.95,Delhi,19,233.18,Gold,1
C01336,31,Male,103808.34,74.51,Mumbai,27,481.37,Gold,1
C01337,28,Male,77647.94,88.8,Delhi,21,362.96,Silver,0
C01338,31,Female,80549.59,81.51,Delhi,22,218.35,Silver,0
C01339,31,Male,,71.34,Delhi,28,238.74,Gold,0
C01340,36,Male,67545.27,81.37,Bangalore,16,89.12,Silver,0
C01341,36,Male,56255.45,38.37,Chennai,18,256.02,Platinum,0
C01342,35,Male,80653.15,29.95,Delhi,20,494.85,Gold,0
C01343,39,Male,89076.8,63.14,Bangalore,9,463.32,Gold,0
C01344,46,Male,50400.71,61.37,Kolkata,25,460.84,Platinum,1
C01345,44,Female,45568.62,49.12,Chennai,22,360.93,Gold,0
C01346,20,Female,62777.12,76.52,Bangalore,25,282.21,Gold,1
C01347,18,Female,76629.98,22.74,Kolkata,20,309.78,Gold,0
C01348,44,Male,75961.82,49.3,Chennai,18,354.47,Gold,1
C01349,21,Male,31516.65,50.3,Bangalore,22,298.37,Gold,0
C01350,32,Male,98232.12,27.27,Kolkata,18,221.39,Silver,1
C01351,23,Female,47176.7,89.89,Bangalore,19,292.8,Platinum,0
C01352,18,Male,54698.7,32.82,Kolkata,23,164.72,Silver,0
C01353,40,Male,41946.91,48.23,Delhi,19,359.47,Gold,0
C01354,42,Female,113966.58,78.16,Delhi,18,209.11,Silver,0
C01355,29,Female,64841.41,72.92,Chennai,12,356.97,Gold,1
C01356,18,Male,42980.5,37.84,Kolkata,17,191.98,Platinum,1
C01357,29,Male,77278.47,73.65,Delhi,24,283.37,Platinum,0
C01358,38,Male,,65.8,Chennai,29,327.5,Gold,0
C01359,20,Male,56245.46,,Mumbai,22,283.6,Gold,1
C01360,36,Female,76812.13,68.08,Delhi,14,363.98,Silver,0
C01361,34,Male,43494.16,57.18,Delhi,21,344.77,Silver,0
C01362,40,Male,50141.63,42.87,Bangalore,23,257.82,Silver,0
C01363,36,Female,19795.67,45.12,Mumbai,20,241.0,Silver,0
C01364,25,Male,33520.98,43.48,Kolkata,17,233.88,Platinum,0
C01365,46,Male,96152.62,87.42,Chennai,15,219.51,Silver,0
C01366,33,Female,92828.57,60.36,Mumbai,23,509.71,Gold,0
C01367,34,Female,61315.77,71.3,Kolkata,19,236.94,Platinum,0
C01368,25,Male,,90.28,Delhi,21,409.21,Gold,0
C01369,30,Female,56798.51,12.83,Chennai,22,316.37,Silver,1
C01370,26,Female,55131.79,85.58,Chennai,23,264.46,Silver,0
C01371,33,Male,61130.21,61.11,Mumbai,21,319.42,Silver,0
C01372,52,Female,57501.57,68.7,Bangalore,17,325.46,Gold,1
C01373,21,Male,55696.07,43.43,Kolkata,25,124.22,Silver,0
C01374,18,Male,82867.96,44.9,Mumbai,20,292.23,Gold,1
C01375,49,Male,63002.71,,Bangalore,25,300.64,Platinum,1
C01376,32,Male,74249.64,100.0,Bangalore,19,267.09,Silver,1
C01377,28,Female,80627.61,80.07,Bangalore,17,87.71,Silver,0
C01378,45,Male,200000.0,85.31,Chennai,21,266.79,Gold,0
C01379,28,Male,40594.57,56.16,Kolkata,21,461.35,Silver,1
C01380,53,Male,32942.68,48.0,Kolkata,24,355.05,Gold,0
C01381,41,Male,62975.61,,Mumbai,24,194.74,Gold,0
C01382,30,Female,56574.87,50.23,Delhi,18,389.32,Silver,0
C01383,56,Female,61747.83,18.94,Mumbai,10,189.28,Platinum,1
C01384,28,Female,59678.92,45.5,Kolkata,19,326.89,Silver,0
C01385,42,Male,111671.47,48.79,Chennai,21,327.73,Silver,0
C01386,37,Female,33395.47,56.49,Mumbai,19,263.29,Platinum,0
C01387,48,Female,20201.07,62.64,Delhi,15,404.22,Silver,0
C01388,50,Male,66647.54,67.25,Mumbai,17,375.37,Silver,0
C01389,35,Female,52471.55,59.7,Bangalore,21,222.47,Platinum,0
C01390,27,Male,66321.36,48.37,Delhi,21,270.99,Silver,0
C01391,39,Female,71677.66,20.73,Bangalore,17,214.33,Silver,0
C01392,28,Female,85682.09,48.49,Chennai,27,242.65,Gold,1
C01393,55,Female,29855.48,40.55,Kolkata,23,365.01,Silver,0
C01394,36,Female,48865.64,69.32,Mumbai,24,298.65,Gold,1
C01395,31,Male,200000.0,78.19,Mumbai,17,402.94,Silver,0
C01396,36,Male,75409.27,78.77,Bangalore,13,141.93,Gold,0
C01397,21,Female,103868.99,,Bangalore,23,327.6,Silver,1
C01398,25,Male,79114.08,57.33,Kolkata,27,383.12,Platinum,1
C01399,47,Female,58864.23,49.56,Mumbai,21,310.14,Silver,0
C01400,28,Female,42191.28,45.06,Kolkata,31,163.71,Gold,0
C01401,24,Female,,29.85,Bangalore,24,195.0,Platinum,0
C01402,40,Female,48145.94,79.84,Bangalore,25,390.85,Silver,0
C01403,46,Female,73104.67,56.51,Delhi,12,246.7,Silver,0
C01404,42,Female,65139.95,35.07,Bangalore,21,222.05,Silver,0
C01405,44,Male,33527.01,43.47,Bangalore,27,266.12,Platinum,1
C01406,27,Male,51281.97,42.66,Kolkata,12,274.68,Gold,0
C01407,20,Female,77550.95,60.86,Delhi,19,418.62,Platinum,0
C01408,50,Male,200000.0,81.35,Delhi,16,125.48,Gold,0
C01409,31,Female,71372.89,53.04,Mumbai,32,357.58,Silver,0
C01410,32,Male,200000.0,14.95,Chennai,14,446.07,Silver,1
C01411,48,Male,92528.61,56.22,Mumbai,22,394.53,Platinum,1
C01412,40,Male,64720.86,56.88,Mumbai,25,532.38,Silver,1
C01413,39,Female,52279.54,,Mumbai,28,254.27,Silver,1
C01414,56,Male,41684.9,47.45,Delhi,12,389.22,Gold,0
C01415,28,Female,64992.19,64.35,Kolkata,15,291.4,Silver,1
C01416,44,Female,11185.92,61.32,Bangalore,23,248.11,Silver,0
C01417,35,Female,56314.22,59.5,Delhi,22,77.99,Gold,0
C01418,37,Male,,68.25,Bangalore,25,253.52,Silver,0
C01419,50,Male,32710.58,51.4,Bangalore,19,406.51,Silver,0
C01420,40,Male,41434.68,50.27,Chennai,15,128.43,Gold,0
C01421,40,Female,76193.15,87.6,Mumbai,20,509.76,Gold,1
C01422,45,Female,,71.19,Chennai,14,340.98,Silver,0
C01423,31,Male,62035.77,76.54,Mumbai,17,189.45,Silver,1
C01424,26,Female,66126.95,84.52,Delhi,23,322.86,Platinum,1
C01425,24,Male,61852.55,70.52,Bangalore,17,368.68,Silver,1
C01426,18,Male,84857.25,78.57,Chennai,23,251.11,Silver,1
C01427,55,Male,62468.58,28.41,Delhi,19,237.6,Silver,1
C01428,23,Male,30835.74,64.08,Delhi,16,497.42,Silver,0
C01429,32,Female,92602.6,56.35,Mumbai,22,266.01,Gold,0
C01430,32,Male,67406.81,93.55,Bangalore,21,285.64,Platinum,1
C01431,38,Male,48214.93,78.55,Mumbai,16,432.34,Silver,1
C01432,43,Male,34931.97,47.39,Mumbai,20,292.71,Gold,1
C01433,43,Male,67918.28,67.46,Delhi,22,376.45,Platinum,1
C01434,29,Male,57656.56,63.35,Mumbai,35,252.82,Silver,0
C01435,33,Male,91482.94,69.09,Kolkata,16,230.23,Silver,1
C01436,37,Male,53081.85,39.62,Bangalore,16,338.09,Gold,1
C01437,32,Female,43252.38,,Mumbai,9,201.9,Silver,0
C01438,51,Female,77915.92,55.44,Mumbai,17,340.71,Gold,0
C01439,39,Female,78505.64,65.65,Chennai,15,208.23,Gold,1
C01440,42,Female,63373.03,45.51,Bangalore,24,339.76,Silver,0
C01441,41,Male,73527.14,48.3,Bangalore,14,423.5,Silver,1
C01442,46,Female,59246.26,83.48,Mumbai,15,100.65,Silver,0
C01443,36,Female,64677.3,38.97,Kolkata,20,258.88,Silver,0
C01444,22,Female,83299.82,40.44,Chennai,29,104.03,Silver,0
C01445,38,Male,72506.37,58.97,Kolkata,25,270.67,Gold,0
C01446,28,Female,56614.51,44.56,Mumbai,22,333.62,Silver,0
C01447,29,Female,87047.25,42.3,Bangalore,18,266.0,Gold,0
C01448,40,Male,12702.89,62.1,Bangalore,19,85.91,Silver,1
C01449,47,Female,200000.0,29.9,Kolkata,31,389.88,Gold,0
C01450,35,Male,25880.82,39.84,Delhi,20,154.03,Platinum,0
C01451,38,Female,47458.14,100.0,Mumbai,18,383.56,Platinum,1
C01452,52,Male,59181.65,69.19,Bangalore,17,225.32,Silver,0
C01453,37,Female,57070.39,45.07,Delhi,15,212.97,Silver,1
C01454,61,Female,,68.36,Bangalore,19,301.08,Silver,0
C01455,40,Female,38843.27,,Bangalore,29,406.62,Silver,1
C01456,18,Male,65215.34,79.89,Delhi,28,495.56,Platinum,0
C01457,42,Female,,57.46,Kolkata,20,258.98,Gold,1
C01458,38,Male,65902.82,79.53,Mumbai,20,169.8,Gold,0
C01459,47,Male,58704.55,19.23,Delhi,21,334.58,Gold,0
C01460,41,Male,,38.87,Delhi,20,166.08,Gold,1
C01461,33,Male,49001.5,63.28,Bangalore,24,374.37,Gold,1
C01462,22,Female,49798.72,66.59,Delhi,12,344.36,Silver,1
C01463,32,Female,65745.45,,Mumbai,22,435.48,Silver,0
C01464,26,Female,78874.31,65.19,Kolkata,14,405.35,Gold,0
C01465,29,Male,48034.41,47.52,Kolkata,17,313.96,Platinum,0
C01466,40,Female,42624.65,54.46,Kolkata,29,303.12,Silver,0
C01467,51,Male,72269.2,80.5,Mumbai,29,211.27,Gold,0
C01468,38,Male,59349.92,78.18,Bangalore,16,209.28,Silver,1
C01469,23,Male,76609.96,40.06,Mumbai,22,295.87,Silver,0
C01470,39,Female,41884.06,38.85,Delhi,16,192.28,Silver,0
C01471,46,Female,24411.22,51.78,Chennai,22,273.22,Gold,0
C01472,28,Male,49339.92,59.47,Chennai,20,252.95,Silver,1
C01473,33,Female,,46.84,Chennai,28,359.26,Gold,0
C01474,35,Female,58424.23,80.81,Kolkata,19,297.76,Silver,0
C01475,27,Male,47263.1,66.95,Mumbai,20,399.5,Gold,1
C01476,41,Male,74820.34,68.12,Mumbai,20,269.82,Silver,0
C01477,33,Female,54236.99,34.67,Kolkata,28,183.07,Silver,0
C01478,39,Male,63009.49,83.35,Delhi,19,354.91,Silver,0
C01479,26,Male,63152.69,3.6,Chennai,27,287.6,Silver,0
C01480,30,Female,63899.1,76.68,Chennai,21,272.99,Silver,0
C01481,42,Female,59517.42,78.69,Kolkata,18,257.79,Platinum,0
C01482,31,Male,70212.01,51.35,Chennai,24,298.85,Silver,0
C01483,52,Female,44086.9,85.46,Bangalore,22,272.96,Gold,0
C01484,31,Male,87988.36,58.74,Mumbai,19,351.68,Gold,0
C01485,37,Male,55269.25,61.25,Chennai,24,373.99,Gold,0
C01486,44,Female,33769.02,66.79,Chennai,19,262.96,Gold,0
C01487,20,Male,63761.47,100.0,Bangalore,12,499.97,Platinum,0
C01488,18,Male,42976.39,86.89,Delhi,15,242.97,Platinum,0
C01489,19,Male,73306.69,74.02,Delhi,27,301.8,Silver,1
C01490,47,Female,104192.11,41.74,Bangalore,14,137.77,Gold,0
C01491,29,Female,44268.56,62.87,Delhi,14,289.55,Silver,1
C01492,60,Female,66647.45,43.74,Kolkata,22,279.64,Silver,1
C01493,29,Male,24889.89,76.44,Bangalore,14,295.04,Silver,0
C01494,36,Male,69078.1,62.81,Mumbai,19,397.7,Platinum,1
C01495,50,Female,42285.72,37.51,Mumbai,24,467.94,Gold,0
C01496,55,Female,47503.31,61.62,Mumbai,16,410.8,Gold,0
C01497,55,Female,113922.81,43.01,Chennai,23,289.73,Silver,1
C01498,47,Male,74643.02,63.02,Bangalore,24,319.68,Silver,0
C01499,45,Female,80146.09,42.82,Bangalore,18,452.31,Silver,0
C01500,40,Male,60467.7,60.55,Delhi,20,199.89,Gold,0
C01501,42,Female,42711.47,75.01,Bangalore,23,378.49,Silver,1
C01502,29,Male,,58.94,Bangalore,11,211.2,Gold,0
C01503,26,Male,44991.8,52.18,Delhi,10,414.31,Platinum,1
C01504,34,Female,16759.35,64.07,Bangalore,22,286.61,Platinum,0
C01505,33,Male,69167.78,73.94,Bangalore,17,212.04,Platinum,0
C01506,30,Female,37904.51,37.86,Kolkata,20,234.23,Silver,0
C01507,41,Male,79772.18,65.21,Delhi,13,250.1,Platinum,0
C01508,44,Male,52377.25,86.35,Kolkata,18,395.29,Platinum,1
C01509,35,Female,72074.26,71.47,Chennai,23,433.94,Platinum,0
C01510,49,Male,88030.01,61.16,Delhi,24,259.81,Platinum,0
C01511,23,Female,35822.82,72.79,Bangalore,19,212.75,Platinum,0
C01512,33,Female,48681.26,69.05,Bangalore,31,502.98,Silver,0
C01513,27,Female,58486.58,75.07,Kolkata,15,381.9,Silver,0
C01514,18,Male,90751.03,19.52,Kolkata,19,222.47,Gold,1
C01515,34,Male,,28.93,Chennai,15,335.95,Gold,1
C01516,33,Male,48109.93,80.1,Chennai,15,258.77,Silver,0
C01517,50,Female,69562.81,29.89,Bangalore,21,171.48,Gold,0
C01518,41,Female,,68.03,Mumbai,26,269.0,Silver,1
C01519,24,Male,63050.52,52.96,Chennai,17,162.93,Silver,0
C01520,53,Male,28969.25,40.08,Bangalore,22,251.95,Silver,0
C01521,47,Female,104286.6,66.99,Chennai,27,261.32,Silver,0
C01522,40,Male,33045.82,64.02,Delhi,32,246.03,Gold,0
C01523,32,Female,53564.95,100.0,Kolkata,23,391.1,Platinum,0
C01524,25,Male,59350.38,47.5,Bangalore,13,340.43,Gold,0
C01525,31,Female,98253.76,88.8,Chennai,17,236.08,Gold,1
C01526,45,Male,33503.08,67.05,Kolkata,24,332.27,Silver,0
C01527,53,Male,99674.08,46.78,Mumbai,19,430.6,Gold,0
C01528,50,Female,75143.54,75.98,Chennai,21,217.01,Platinum,0
C01529,30,Female,,71.31,Bangalore,24,168.59,Gold,0
C01530,23,Female,40307.33,60.72,Delhi,22,191.55,Silver,1
C01531,36,Male,71422.82,65.33,Kolkata,22,337.65,Platinum,1
C01532,18,Female,45530.27,48.06,Kolkata,17,448.98,Platinum,0
C01533,38,Female,85333.23,43.48,Delhi,21,384.78,Silver,0
C01534,33,Male,40578.76,75.19,Bangalore,18,428.49,Silver,0
C01535,30,Female,57736.83,55.52,Mumbai,21,80.07,Silver,1
C01536,19,Female,48894.54,58.4,Delhi,22,216.67,Silver,1
C01537,40,Female,40249.54,65.6,Mumbai,22,188.22,Platinum,0
C01538,29,Male,74826.4,65.31,Bangalore,14,355.86,Platinum,1
C01539,23,Male,70709.17,31.41,Chennai,17,280.07,Gold,0
C01540,18,Male,84180.2,,Chennai,20,50.0,Gold,0
C01541,34,Female,24402.5,62.42,Bangalore,21,375.97,Gold,0
C01542,52,Male,,55.95,Mumbai,22,416.81,Silver,0
C01543,51,Female,110108.98,68.62,Delhi,16,500.94,Gold,0
C01544,30,Female,50967.18,64.73,Bangalore,22,316.5,Platinum,0
C01545,28,Female,97902.97,75.34,Bangalore,18,361.9,Platinum,0
C01546,39,Male,54736.77,70.76,Chennai,20,185.87,Silver,1
C01547,25,Male,32551.81,74.36,Delhi,20,135.83,Silver,1
C01548,38,Female,53887.35,87.02,Chennai,24,424.35,Silver,1
C01549,42,Female,80964.08,77.67,Mumbai,18,354.71,Gold,0
C01550,47,Male,43236.47,56.79,Mumbai,21,424.87,Gold,0
C01551,33,Male,47993.23,37.54,Kolkata,20,274.43,Silver,0
C01552,32,Male,,93.36,Bangalore,18,537.01,Gold,0
C01553,26,Female,60061.2,55.25,Delhi,17,331.31,Silver,0
C01554,26,Male,71692.46,50.54,Delhi,18,224.64,Silver,0
C01555,32,Male,64756.59,25.27,Chennai,18,268.2,Platinum,0
C01556,38,Male,69592.51,66.77,Chennai,23,139.61,Silver,1
C01557,44,Female,51353.98,62.98,Delhi,27,205.77,Silver,0
C01558,26,Male,64634.62,29.7,Chennai,10,261.29,Silver,0
C01559,49,Female,41452.54,69.07,Kolkata,14,454.98,Silver,0
C01560,32,Female,85768.67,50.04,Bangalore,22,293.42,Gold,1
C01561,34,Female,47314.51,100.0,Kolkata,22,408.44,Gold,0
C01562,27,Male,82576.95,48.61,Mumbai,24,290.01,Silver,0
C01563,18,Male,55327.86,51.3,Delhi,22,197.39,Silver,0
C01564,43,Male,64039.98,42.5,Kolkata,29,354.55,Silver,0
C01565,42,Female,50100.71,85.56,Kolkata,11,215.52,Silver,0
C01566,32,Male,39680.09,52.54,Chennai,23,260.3,Gold,1
C01567,35,Female,25104.79,45.5,Chennai,21,503.16,Silver,0
C01568,40,Male,38893.52,74.14,Chennai,31,360.45,Silver,0
C01569,19,Male,53521.82,32.39,Mumbai,11,217.97,Silver,0
C01570,29,Male,64237.58,72.5,Kolkata,19,373.21,Silver,1
C01571,42,Male,80207.59,95.63,Bangalore,17,206.22,Silver,0
C01572,22,Female,51084.85,71.33,Chennai,17,124.59,Gold,1
C01573,37,Female,42360.78,72.76,Mumbai,22,409.25,Silver,1
C01574,21,Female,31145.7,77.4,Mumbai,26,329.48,Silver,0
C01575,39,Female,69601.27,94.19,Chennai,29,280.28,Gold,1
C01576,34,Male,87663.89,,Delhi,20,133.46,Gold,0
C01577,18,Female,85326.61,68.79,Kolkata,23,268.47,Silver,0
C01578,46,Female,74198.65,78.08,Chennai,28,319.22,Silver,0
C01579,27,Female,72770.87,42.28,Bangalore,17,183.44,Gold,0
C01580,26,Male,93952.48,75.53,Kolkata,24,304.23,Gold,0
C01581,37,Female,66641.63,39.89,Mumbai,19,455.03,Silver,0
C01582,46,Female,72922.59,52.66,Bangalore,12,322.66,Silver,1
C01583,24,Male,53584.32,1.0,Kolkata,20,358.43,Silver,0
C01584,35,Male,32759.13,68.03,Bangalore,20,256.02,Gold,1
C01585,39,Female,46323.02,47.12,Mumbai,19,194.89,Gold,0
C01586,41,Female,59816.82,82.22,Chennai,18,243.85,Silver,1
C01587,36,Male,61215.71,67.8,Bangalore,23,405.49,Silver,0
C01588,31,Female,98525.72,82.48,Chennai,21,290.27,Platinum,0
C01589,26,Male,61625.54,38.33,Mumbai,25,279.78,Silver,1
C01590,35,Female,83576.87,80.77,Mumbai,18,249.44,Silver,1
C01591,24,Female,51298.46,100.0,Bangalore,27,172.85,Gold,0
C01592,18,Female,53766.48,75.28,Bangalore,20,436.74,Silver,1
C01593,39,Female,33419.85,75.81,Mumbai,26,279.19,Gold,0
C01594,44,Female,45153.44,63.39,Bangalore,19,246.85,Gold,0
C01595,18,Male,70539.63,49.51,Bangalore,29,307.97,Platinum,1
C01596,24,Male,60151.2,75.22,Bangalore,28,247.04,Gold,0
C01597,41,Female,78858.77,29.88,Bangalore,14,331.29,Silver,0
C01598,55,Female,63625.08,,Kolkata,17,231.54,Gold,0
C01599,35,Female,,24.58,Mumbai,19,312.36,Platinum,0
C01600,27,Male,102965.94,,Mumbai,22,294.74,Silver,0
C01601,33,Male,58121.93,72.84,Delhi,18,485.55,Silver,0
C01602,48,Male,83260.02,70.11,Chennai,29,491.05,Platinum,0
C01603,28,Male,51975.82,61.02,Delhi,21,378.75,Silver,0
C01604,27,Male,74191.99,63.41,Bangalore,17,291.17,Silver,0
C01605,30,Male,78560.31,22.28,Bangalore,21,380.31,Silver,1
C01606,25,Male,64169.84,52.55,Kolkata,26,377.12,Silver,1
C01607,36,Male,12910.34,46.37,Kolkata,18,252.98,Gold,1
C01608,51,Female,60365.05,46.82,Kolkata,14,135.04,Silver,0
C01609,38,Male,84609.2,71.99,Kolkata,15,109.7,Silver,0
C01610,32,Male,70549.62,42.79,Kolkata,18,288.1,Gold,1
C01611,32,Male,68916.78,,Kolkata,22,249.5,Gold,0
C01612,19,Male,25554.86,18.26,Kolkata,14,245.59,Platinum,1
C01613,43,Female,45590.9,54.12,Kolkata,24,219.53,Silver,0
C01614,34,Male,68227.15,38.24,Kolkata,18,215.19,Silver,1
C01615,33,Female,68207.67,61.58,Mumbai,23,365.48,Gold,0
C01616,66,Female,84293.34,40.98,Kolkata,23,50.0,Silver,0
C01617,37,Female,57102.66,62.09,Chennai,16,358.83,Silver,1
C01618,27,Male,200000.0,57.11,Kolkata,22,272.4,Gold,1
C01619,30,Male,60327.48,93.44,Bangalore,26,444.07,Silver,0
C01620,46,Male,40261.15,69.94,Bangalore,19,326.63,Gold,0
C01621,36,Female,14884.17,23.21,Kolkata,23,126.69,Gold,1
C01622,20,Female,68620.19,34.7,Kolkata,17,112.84,Silver,0
C01623,44,Female,63478.94,61.1,Bangalore,19,185.76,Silver,0
C01624,28,Female,47636.5,41.4,Chennai,18,326.46,Silver,0
C01625,53,Male,,1.0,Delhi,15,128.71,Silver,0
C01626,45,Male,72594.79,86.99,Mumbai,14,311.04,Platinum,0
C01627,30,Male,,74.4,Bangalore,23,370.24,Gold,1
C01628,47,Female,71137.49,70.42,Kolkata,18,247.21,Silver,0
C01629,35,Female,97280.97,47.85,Mumbai,22,211.2,Silver,0
C01630,43,Male,17171.38,68.55,Kolkata,30,84.9,Silver,0
C01631,39,Male,46007.98,45.91,Delhi,24,451.01,Platinum,0
C01632,26,Female,55812.49,64.1,Delhi,17,482.68,Platinum,0
C01633,28,Male,89096.52,41.59,Bangalore,21,421.98,Silver,0
C01634,45,Male,27271.94,90.33,Mumbai,22,272.34,Platinum,0
C01635,31,Female,98717.22,,Mumbai,23,294.63,Silver,0
C01636,30,Female,62717.12,84.65,Delhi,25,368.56,Silver,0
C01637,25,Female,58079.99,60.78,Kolkata,18,314.66,Silver,0
C01638,39,Male,56038.8,50.21,Bangalore,22,50.0,Gold,0
C01639,55,Female,51274.74,63.34,Chennai,24,391.81,Silver,0
C01640,24,Male,,74.67,Delhi,17,421.89,Platinum,1
C01641,35,Male,38629.58,87.33,Delhi,20,407.18,Silver,0
C01642,49,Female,66908.28,66.26,Bangalore,19,345.23,Gold,0
C01643,34,Male,52316.37,42.19,Kolkata,18,395.81,Silver,0
C01644,39,Female,44757.33,61.11,Mumbai,18,158.71,Silver,0
C01645,24,Female,111719.5,96.34,Delhi,21,290.64,Silver,0
C01646,39,Male,68381.01,86.95,Bangalore,25,233.14,Platinum,0
C01647,33,Male,72265.31,78.18,Bangalore,21,445.14,Gold,0
C01648,44,Female,,75.91,Bangalore,13,318.4,Silver,1
C01649,46,Female,31573.0,73.99,Mumbai,17,284.1,Silver,1
C01650,60,Female,95045.84,83.18,Delhi,14,198.21,Gold,1
C01651,40,Female,10000.0,50.87,Bangalore,18,194.07,Silver,0
C01652,38,Female,44624.67,32.9,Mumbai,13,187.14,Platinum,0
C01653,36,Female,50819.37,61.38,Kolkata,22,374.52,Platinum,0
C01654,31,Male,,43.65,Chennai,21,359.8,Gold,0
C01655,38,Male,64374.37,38.9,Delhi,18,325.01,Gold,0
C01656,32,Male,56663.71,45.59,Mumbai,13,379.11,Gold,0
C01657,36,Male,59760.05,100.0,Chennai,26,219.45,Silver,0
C01658,48,Female,40439.54,62.72,Chennai,17,115.63,Silver,1
C01659,24,Male,30055.35,67.24,Mumbai,32,368.33,Silver,1
C01660,46,Male,74530.23,35.55,Mumbai,25,294.37,Platinum,0
C01661,48,Female,200000.0,23.12,Mumbai,18,383.28,Gold,1
C01662,33,Male,91689.89,43.62,Bangalore,14,342.61,Silver,1
C01663,18,Female,44199.66,88.76,Kolkata,16,292.65,Gold,0
C01664,28,Female,73856.3,66.69,Bangalore,26,320.56,Silver,0
C01665,47,Female,54325.87,71.97,Chennai,21,440.91,Platinum,1
C01666,34,Female,83809.5,74.77,Chennai,23,270.99,Silver,0
C01667,25,Female,200000.0,48.17,Chennai,20,373.68,Gold,0
C01668,29,Male,64224.19,87.76,Mumbai,23,330.91,Silver,0
C01669,43,Male,53209.4,47.34,Delhi,18,132.53,Gold,1
C01670,40,Male,79218.64,88.12,Bangalore,21,168.59,Silver,1
C01671,32,Female,72938.09,68.85,Delhi,20,296.04,Silver,0
C01672,31,Male,46311.19,24.22,Kolkata,25,250.23,Gold,0
C01673,31,Male,33444.03,45.04,Kolkata,21,204.99,Gold,0
C01674,25,Male,54229.34,24.3,Bangalore,18,407.07,Platinum,0
C01675,51,Male,90308.28,83.27,Chennai,24,150.46,Gold,0
C01676,31,Female,82929.74,59.51,Kolkata,22,280.14,Gold,1
C01677,47,Male,37753.45,15.43,Delhi,21,212.6,Platinum,1
C01678,50,Female,36644.85,67.51,Delhi,33,448.28,Platinum,1
C01679,44,Female,85493.68,49.26,Mumbai,15,551.75,Gold,0
C01680,30,Male,37287.28,30.32,Chennai,21,268.88,Gold,1
C01681,39,Female,70185.91,93.56,Mumbai,27,384.86,Platinum,0
C01682,34,Female,47678.58,62.15,Bangalore,25,426.98,Gold,0
C01683,25,Female,92340.9,54.13,Kolkata,17,389.87,Gold,0
C01684,38,Female,44591.5,52.01,Mumbai,17,379.1,Silver,1
C01685,23,Female,82867.23,29.73,Mumbai,29,122.72,Gold,0
C01686,46,Female,63697.17,33.91,Bangalore,22,417.63,Silver,1
C01687,30,Female,65043.9,85.7,Delhi,10,335.93,Silver,0
C01688,37,Male,20593.83,50.52,Delhi,24,277.1,Platinum,0
C01689,37,Male,15941.73,60.44,Bangalore,22,292.19,Gold,0
C01690,32,Female,55588.68,19.11,Delhi,25,325.79,Silver,0
C01691,40,Female,64938.12,33.64,Bangalore,17,274.6,Silver,0
C01692,30,Male,37496.04,72.2,Delhi,18,264.51,Silver,0
C01693,43,Male,38226.13,67.55,Bangalore,28,202.23,Silver,0
C01694,21,Male,71229.45,95.07,Delhi,25,351.02,Silver,0
C01695,36,Male,71257.09,86.86,Mumbai,18,283.84,Silver,1
C01696,54,Female,57245.18,55.39,Mumbai,20,220.71,Silver,0
C01697,24,Female,75604.03,69.46,Delhi,20,309.78,Platinum,0
C01698,28,Male,36515.95,53.67,Bangalore,16,304.28,Silver,0
C01699,40,Male,52881.3,100.0,Mumbai,21,350.58,Silver,0
C01700,36,Male,92957.55,82.98,Kolkata,12,297.01,Platinum,1
C01701,38,Male,61366.44,63.39,Delhi,27,361.68,Gold,1
C01702,39,Female,62526.25,64.01,Kolkata,22,272.69,Silver,0
C01703,41,Male,106118.93,88.9,Kolkata,23,279.89,Silver,1
C01704,46,Male,32013.16,,Chennai,21,327.76,Gold,1
C01705,39,Male,75928.61,91.17,Kolkata,17,338.71,Silver,1
C01706,32,Female,93279.73,16.13,Kolkata,22,421.16,Gold,0
C01707,41,Female,53502.84,69.22,Chennai,22,404.77,Silver,1
C01708,53,Female,77192.62,49.69,Chennai,25,295.64,Platinum,0
C01709,33,Male,40359.61,95.13,Chennai,27,158.99,Gold,0
C01710,25,Male,46265.35,90.93,Bangalore,26,368.4,Silver,0
